"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MAP3K2.4",0.00168576294894257,0.468889008387066,0.198,0.122,1,"9","MAP3K2"
"CEMIP2.5",0.00169195030386061,-0.656621249447066,0.311,0.387,1,"9","CEMIP2"
"CACHD1.7",0.00170193440551794,-1.33704191341161,0.072,0.143,1,"9","CACHD1"
"OSBPL1A.3",0.00172404733212742,-1.91503589513405,0.045,0.109,1,"9","OSBPL1A"
"CASTOR3.1",0.00172418811513076,0.854333841200054,0.054,0.021,1,"9","CASTOR3"
"UBE2E1.3",0.00172985055626437,0.465855187548257,0.315,0.219,1,"9","UBE2E1"
"PGPEP1.1",0.00173028507114611,1.40992191636118,0.036,0.012,1,"9","PGPEP1"
"PLVAP.7",0.00174035559221376,0.461088944919636,0.108,0.056,1,"9","PLVAP"
"FAM110B.2",0.00174905471103486,1.33642259562768,0.036,0.012,1,"9","FAM110B"
"ACE.5",0.00176293766775449,0.384129502877424,0.149,0.084,1,"9","ACE"
"SMAD2.3",0.00176735836270764,0.562421099752901,0.212,0.135,1,"9","SMAD2"
"SPRY1.7",0.0017714049793488,-2.19206687645751,0.014,0.066,1,"9","SPRY1"
"IL7R.5",0.00178286010678491,-2.47423678299694,0.014,0.066,1,"9","IL7R"
"AL513327.1.2",0.00179562593262574,-2.3231115053791,0.036,0.097,1,"9","AL513327.1"
"MAP3K13.4",0.00180021694741014,0.434830883605438,0.122,0.065,1,"9","MAP3K13"
"GPCPD1.5",0.00180805686966955,-0.971151611973816,0.108,0.189,1,"9","GPCPD1"
"ADAMTSL2.5",0.00180978096937978,-3.41003380772804,0.005,0.051,1,"9","ADAMTSL2"
"AC007376.2",0.00181221598287679,1.14316715329734,0.063,0.027,1,"9","AC007376.2"
"CEBPG",0.00181704783643287,1.01312548534986,0.054,0.022,1,"9","CEBPG"
"UBE2J1.3",0.00181758746913663,0.554311930954129,0.126,0.069,1,"9","UBE2J1"
"POLB.2",0.00182466606902657,0.914853611157954,0.086,0.042,1,"9","POLB"
"EIF2B1",0.00183214535621319,1.18915867570459,0.045,0.017,1,"9","EIF2B1"
"PAX8-AS1.3",0.00184804571368728,1.11512691550825,0.077,0.036,1,"9","PAX8-AS1"
"PHF20L1.1",0.0018485918193386,0.567905085386062,0.176,0.107,1,"9","PHF20L1"
"MIR3936HG",0.00185968759882064,1.8023886827487,0.023,0.006,1,"9","MIR3936HG"
"AC106791.1",0.00186373983549247,2.27547558229284,0.023,0.006,1,"9","AC106791.1"
"TCEA2",0.00186827228714831,0.604412451671758,0.059,0.024,1,"9","TCEA2"
"UBE2D3.3",0.00187452556001868,0.308249659121829,0.374,0.261,1,"9","UBE2D3"
"WBP1L",0.00187830668203199,0.443929222688289,0.122,0.065,1,"9","WBP1L"
"GALM",0.00189439764731817,1.12924325257901,0.063,0.027,1,"9","GALM"
"GALNT15.8",0.00190181518687293,-3.04908925428136,0.005,0.05,1,"9","GALNT15"
"DCTN1",0.00190584804408001,1.14047850010155,0.059,0.025,1,"9","DCTN1"
"KIAA1211L.4",0.00190949441749302,-2.54415231116163,0.009,0.058,1,"9","KIAA1211L"
"CD2BP2.1",0.00191508181471,1.28135465141804,0.023,0.006,1,"9","CD2BP2"
"METTL17.1",0.00191792691948102,1.58971655707124,0.041,0.014,1,"9","METTL17"
"GSN-AS1",0.00192968855329894,1.14494642972068,0.023,0.006,1,"9","GSN-AS1"
"TET3.2",0.00193189760043679,-2.33215560134277,0.014,0.065,1,"9","TET3"
"PGRMC2.1",0.00193694771368766,0.879268655134081,0.068,0.03,1,"9","PGRMC2"
"SPA17",0.00194886198507084,2.46004902753122,0.018,0.004,1,"9","SPA17"
"ITGA10.4",0.00195561640299457,-2.9032485101501,0.018,0.071,1,"9","ITGA10"
"AP001628.1",0.00195893663783182,2.01060896908273,0.018,0.004,1,"9","AP001628.1"
"AF129075.3",0.00196289839443187,2.40528705103541,0.014,0.002,1,"9","AF129075.3"
"AC092957.1.1",0.00196609746924724,2.1804948254451,0.014,0.002,1,"9","AC092957.1"
"MROH7.1",0.00196905908270879,1.89007889356862,0.018,0.004,1,"9","MROH7"
"USP31.5",0.00197014148520016,-1.64239027731425,0.054,0.12,1,"9","USP31"
"SMG6.1",0.00197195015574433,0.376506841672241,0.275,0.183,1,"9","SMG6"
"EGOT",0.00197413829058612,1.88809899361445,0.018,0.004,1,"9","EGOT"
"MT-ATP8.4",0.00197451690821976,-6.88081491646597,0,0.041,1,"9","MT-ATP8"
"GKAP1",0.00197815435091183,0.622308722557753,0.068,0.03,1,"9","GKAP1"
"FKBP1B",0.00198216475493912,1.81417612824954,0.014,0.002,1,"9","FKBP1B"
"AL035401.1.1",0.00198216475493912,1.87911270066963,0.014,0.002,1,"9","AL035401.1"
"LINC01229",0.00198216475493912,2.03278313433197,0.014,0.002,1,"9","LINC01229"
"ADAM15.1",0.00198364467690085,0.260486705969376,0.099,0.05,1,"9","ADAM15"
"FSD2",0.0019894481613773,1.58964350943515,0.018,0.004,1,"9","FSD2"
"ZDHHC11",0.00199186288708606,1.65713086904582,0.014,0.002,1,"9","ZDHHC11"
"LINC01534",0.00199186288708606,1.61672941463163,0.014,0.002,1,"9","LINC01534"
"FBXW4.1",0.00199445077483135,0.410017728257343,0.153,0.088,1,"9","FBXW4"
"ZNF333",0.00199500899006848,1.26052082790217,0.054,0.022,1,"9","ZNF333"
"DNAJC9.1",0.00200214347758535,0.849554760880093,0.081,0.039,1,"9","DNAJC9"
"RNF149.8",0.00200334834869371,0.656313305278561,0.149,0.087,1,"9","RNF149"
"NEK6.2",0.00200627756887985,0.665120569425283,0.059,0.024,1,"9","NEK6"
"MT-ATP6.6",0.00202019143446882,-1.33333776377026,0.045,0.11,1,"9","MT-ATP6"
"EGLN2",0.00202499180343302,1.23271217921955,0.05,0.019,1,"9","EGLN2"
"ZNF326.3",0.00202955294022802,0.603037494423896,0.113,0.06,1,"9","ZNF326"
"CUL9",0.00203354880929655,1.16245882343541,0.05,0.019,1,"9","CUL9"
"AC104656.1",0.00204636564721969,1.30343604634997,0.036,0.012,1,"9","AC104656.1"
"FNTB",0.00204899530453847,0.987169721732672,0.068,0.03,1,"9","FNTB"
"MAP4K3.4",0.00205052354527658,0.397326285625822,0.27,0.18,1,"9","MAP4K3"
"RBFOX2.1",0.00205271391662424,0.288138967190872,0.473,0.346,1,"9","RBFOX2"
"LINC-PINT.2",0.00207083790639421,-2.64400905554029,0.023,0.077,1,"9","LINC-PINT"
"ATF3.5",0.00207284087331798,0.538331870459567,0.131,0.073,1,"9","ATF3"
"AC117944.1.4",0.00207719805349748,-7.12710386739521,0,0.041,1,"9","AC117944.1"
"TGFBR2.4",0.00209015301704768,-0.772371010293378,0.257,0.328,1,"9","TGFBR2"
"ARFRP1.1",0.0021120682444732,0.937420014883865,0.05,0.019,1,"9","ARFRP1"
"CCM2.1",0.00211536916244223,0.54292046139837,0.14,0.079,1,"9","CCM2"
"MYO1F.1",0.00212336580669763,1.74749450119498,0.045,0.017,1,"9","MYO1F"
"AL138799.4.4",0.00213052269819052,-7.08620080691381,0,0.041,1,"9","AL138799.4"
"MCC.2",0.00213332449845072,0.26789028221275,0.414,0.289,1,"9","MCC"
"NAMPT.8",0.00215046679585502,0.267638271520811,0.455,0.327,1,"9","NAMPT"
"ATXN2.3",0.00215111046369111,0.306672311968802,0.32,0.218,1,"9","ATXN2"
"NCOA2.3",0.00216332012375549,0.281019463799285,0.347,0.237,1,"9","NCOA2"
"PPME1.1",0.00216366044433034,0.671470876266896,0.104,0.054,1,"9","PPME1"
"NXF1",0.00216867409018584,0.965137667378546,0.045,0.017,1,"9","NXF1"
"ANXA1.2",0.00216957292076823,-1.31752101274325,0.054,0.122,1,"9","ANXA1"
"UBXN2A",0.0021706740249811,0.70145655099146,0.095,0.048,1,"9","UBXN2A"
"PDE2A.7",0.00218521558170392,-6.8538769557471,0,0.041,1,"9","PDE2A"
"PTPRB.6",0.0021914912221908,0.228432770695235,0.667,0.474,1,"9","PTPRB"
"SPAST.2",0.00221103956267321,0.501957258553007,0.095,0.047,1,"9","SPAST"
"PRDM1.4",0.0022175455648056,-4.95888810825234,0.005,0.049,1,"9","PRDM1"
"TSEN15",0.00223840983928821,0.887371811883425,0.054,0.022,1,"9","TSEN15"
"PFKFB3.1",0.00224111889119873,0.614891248277326,0.122,0.067,1,"9","PFKFB3"
"RCSD1.6",0.00224838861408305,-3.69282179957066,0.009,0.056,1,"9","RCSD1"
"MEG3.1",0.00225569958466015,1.44597145156794,0.032,0.01,1,"9","MEG3"
"AC118549.1.3",0.00227960225049712,0.507242548076434,0.221,0.143,1,"9","AC118549.1"
"CCDC97",0.00229661514274897,0.507892543547143,0.063,0.027,1,"9","CCDC97"
"CLDN14.1",0.0023066435684537,1.48137320230115,0.027,0.008,1,"9","CLDN14"
"LINC02197.6",0.00231324321493544,-3.12090314666081,0.005,0.049,1,"9","LINC02197"
"TBC1D25",0.00234273215063416,1.54422601524629,0.036,0.012,1,"9","TBC1D25"
"CTNND1.5",0.00236444719769624,-0.461855340169655,0.477,0.514,1,"9","CTNND1"
"EXOC7",0.00238251318809208,0.824660467660558,0.063,0.028,1,"9","EXOC7"
"SMG5.2",0.00238460776289734,0.627501522614544,0.068,0.03,1,"9","SMG5"
"DAPK1.8",0.00242947895676701,0.420595343718396,0.171,0.103,1,"9","DAPK1"
"POLD1.1",0.00242968132047771,1.83241501010661,0.023,0.006,1,"9","POLD1"
"RPS4Y1.3",0.00243503085507371,0.297655082058521,0.077,0.036,1,"9","RPS4Y1"
"SEMA4C",0.00243647069911016,0.928957189081654,0.041,0.015,1,"9","SEMA4C"
"SP140",0.0024436836055539,1.13434724211676,0.036,0.012,1,"9","SP140"
"PPP1R35",0.00245272577024647,1.66067598431536,0.023,0.006,1,"9","PPP1R35"
"TP53I11",0.00245437317834453,0.712827466336586,0.072,0.033,1,"9","TP53I11"
"LSS.3",0.00245466859566055,-2.63137175606364,0.014,0.063,1,"9","LSS"
"YAE1",0.00245787384474028,1.57116824705298,0.023,0.006,1,"9","YAE1"
"ZDHHC2.2",0.00246213718892932,0.717891324643164,0.081,0.039,1,"9","ZDHHC2"
"SLC25A25.2",0.00247482746289448,-4.50658331682497,0.005,0.048,1,"9","SLC25A25"
"AL603824.1",0.00248116276194738,1.62350430252511,0.023,0.006,1,"9","AL603824.1"
"PEX5",0.00248186887548624,0.956147430796627,0.036,0.012,1,"9","PEX5"
"DAP.1",0.0024848367667411,0.909354674182018,0.077,0.036,1,"9","DAP"
"GNG7.5",0.00249489881092838,-2.08681716746771,0.023,0.076,1,"9","GNG7"
"NFAT5.4",0.00249522787604188,0.328894532320549,0.441,0.323,1,"9","NFAT5"
"FGD6.5",0.00249644885964003,-1.04265405691607,0.077,0.149,1,"9","FGD6"
"EMC10.2",0.00251447287049619,0.522511334034927,0.077,0.036,1,"9","EMC10"
"TSIX.6",0.00251830542828936,-0.686742799477441,0.14,0.227,1,"9","TSIX"
"GIMAP4",0.00252250023356005,1.17920251995566,0.063,0.028,1,"9","GIMAP4"
"FNTA.3",0.00253054152791878,0.718157704718469,0.099,0.052,1,"9","FNTA"
"GABARAPL1.5",0.00254711663087594,0.602725538037295,0.158,0.095,1,"9","GABARAPL1"
"NOL3",0.00255285610334142,0.807183818089241,0.045,0.017,1,"9","NOL3"
"CCM2L",0.00257518873768235,0.800191776683148,0.068,0.031,1,"9","CCM2L"
"ALS2CL",0.00259436746324011,0.549493058666423,0.072,0.033,1,"9","ALS2CL"
"LIPA.1",0.00259442324973774,1.64834399775771,0.032,0.01,1,"9","LIPA"
"C1RL-AS1",0.00261118066120742,1.20856731477888,0.041,0.015,1,"9","C1RL-AS1"
"ETV3.1",0.0026175034969799,1.62648145047504,0.032,0.01,1,"9","ETV3"
"RNF145.7",0.0026187265701061,0.543330431355125,0.239,0.16,1,"9","RNF145"
"ATP2B4.5",0.00262785551937423,-0.979530763935989,0.153,0.229,1,"9","ATP2B4"
"BIRC3.1",0.00266220079118663,0.644883587584634,0.108,0.058,1,"9","BIRC3"
"CHST3.2",0.00266846256541662,0.632723354549531,0.081,0.039,1,"9","CHST3"
"TMEM220-AS1.1",0.00269945558581416,2.61450708742637,0.018,0.004,1,"9","TMEM220-AS1"
"LRRFIP2.4",0.00270094753172758,0.32768411082767,0.311,0.213,1,"9","LRRFIP2"
"AL590807.1",0.00270609976740898,2.45016052205787,0.018,0.004,1,"9","AL590807.1"
"PLEKHF2",0.00270620895157142,0.720340629474947,0.063,0.028,1,"9","PLEKHF2"
"NCK1-DT",0.00270728188952368,0.58588196921338,0.09,0.045,1,"9","NCK1-DT"
"WDR3.2",0.00273793973843227,1.36555262088885,0.032,0.01,1,"9","WDR3"
"PXMP4",0.0027429106114852,1.96249626630367,0.018,0.004,1,"9","PXMP4"
"WWTR1-IT1.1",0.00274627963323113,2.11366540027691,0.018,0.004,1,"9","WWTR1-IT1"
"SH3BP5.3",0.00275419531740174,-0.901681928148087,0.194,0.267,1,"9","SH3BP5"
"HOMER1",0.00275631176407591,1.6927321171916,0.027,0.008,1,"9","HOMER1"
"SNTG2.5",0.00276338193150972,0.381218867781066,0.27,0.181,1,"9","SNTG2"
"LRRC6",0.00276621496408535,1.60650615902174,0.027,0.008,1,"9","LRRC6"
"SRD5A3-AS1",0.00276657327231627,1.9512575247736,0.018,0.004,1,"9","SRD5A3-AS1"
"MAMDC4.1",0.00277677137449658,1.85071242115164,0.018,0.004,1,"9","MAMDC4"
"CYBC1",0.00278469089835387,1.42934941084778,0.036,0.012,1,"9","CYBC1"
"CYP3A5.8",0.0027847142018545,-2.00335194496681,0.036,0.093,1,"9","CYP3A5"
"OSGIN2",0.00280113265239736,1.44439531464302,0.027,0.008,1,"9","OSGIN2"
"FKBP8.1",0.00281790805791878,1.44435124173335,0.018,0.004,1,"9","FKBP8"
"NMNAT3",0.002849865261853,1.12738218525017,0.05,0.02,1,"9","NMNAT3"
"AC034195.1.2",0.00285937223511448,1.43043443612948,0.027,0.008,1,"9","AC034195.1"
"MARC2.1",0.0028612647528311,0.504250946007769,0.081,0.039,1,"9","MARC2"
"FAM126B.1",0.00287575968445279,0.551348884980503,0.176,0.109,1,"9","FAM126B"
"AL139021.1",0.00288246100505953,1.44770064910775,0.027,0.008,1,"9","AL139021.1"
"CBR4.3",0.00289091072246232,0.408629568791747,0.185,0.114,1,"9","CBR4"
"ATG3",0.00289167827843084,0.718140232669547,0.059,0.025,1,"9","ATG3"
"AC087294.1.1",0.00290253631921171,0.628301772753762,0.032,0.01,1,"9","AC087294.1"
"SRGAP2.3",0.00291162347810775,-1.17176530701973,0.081,0.151,1,"9","SRGAP2"
"GOLIM4.4",0.00292193672045677,0.490371214061684,0.122,0.068,1,"9","GOLIM4"
"CLTC.3",0.00293479688329271,0.441648444259249,0.171,0.104,1,"9","CLTC"
"C15orf41.1",0.0029377878555465,0.638282720620105,0.099,0.052,1,"9","C15orf41"
"BRF1",0.00293959604346569,0.402436276634142,0.086,0.042,1,"9","BRF1"
"AC016821.1.2",0.00294593232534394,-4.56849888577881,0.005,0.046,1,"9","AC016821.1"
"ARHGAP26.8",0.00295703700491844,-0.351563621790925,0.604,0.606,1,"9","ARHGAP26"
"ST8SIA4.2",0.00296062288172342,-2.73400076418031,0.009,0.054,1,"9","ST8SIA4"
"PRKACA",0.00297924913045536,0.877521537723751,0.05,0.02,1,"9","PRKACA"
"SEC23B.1",0.00298714433647511,0.574453601934924,0.068,0.031,1,"9","SEC23B"
"IL3RA.1",0.00298882481885512,0.33429038892288,0.23,0.148,1,"9","IL3RA"
"AL008633.1.3",0.00299045157591043,0.613730930482816,0.131,0.075,1,"9","AL008633.1"
"EIF3E.6",0.00299241605303528,0.470122721859656,0.153,0.091,1,"9","EIF3E"
"KCTD3.4",0.00301251862453877,-1.21700732638215,0.077,0.146,1,"9","KCTD3"
"CRPPA.3",0.00304147177478159,-1.85628549337008,0.036,0.093,1,"9","CRPPA"
"APAF1.1",0.0030454563811333,0.626098549861894,0.09,0.046,1,"9","APAF1"
"TNS2.2",0.00305520802726105,0.433613761613911,0.158,0.094,1,"9","TNS2"
"PTPRS.1",0.00305807765824185,1.71246529942531,0.032,0.01,1,"9","PTPRS"
"PLEKHG1.5",0.00306872397875817,-0.502247629678974,0.446,0.482,1,"9","PLEKHG1"
"ZNF248.1",0.00308449015348202,0.759575029332044,0.09,0.046,1,"9","ZNF248"
"STYXL1",0.00310570687401827,0.934973058082296,0.045,0.017,1,"9","STYXL1"
"KLF9.2",0.00313296994259621,-1.38260725186518,0.099,0.167,1,"9","KLF9"
"PEX26",0.00315939482864589,0.527266428703406,0.068,0.031,1,"9","PEX26"
"GCFC2.1",0.00316561705396378,0.569491979679965,0.086,0.043,1,"9","GCFC2"
"AC009686.1",0.00316986536422111,2.7359526497219,0.014,0.003,1,"9","AC009686.1"
"SYT11",0.00317211281649815,0.706776955671402,0.041,0.015,1,"9","SYT11"
"AQP7",0.00318911393397889,2.78224408798037,0.014,0.003,1,"9","AQP7"
"ADRB1.3",0.00319611790755023,-6.80292454658501,0,0.038,1,"9","ADRB1"
"KIF21A",0.00319694116861577,1.3428115178161,0.023,0.006,1,"9","KIF21A"
"TRIM58",0.00319877811208531,2.2842101145276,0.014,0.003,1,"9","TRIM58"
"LTV1",0.00319997203385814,1.51426526880767,0.041,0.015,1,"9","LTV1"
"AC004540.2.1",0.00320017280540008,1.40280040503862,0.023,0.006,1,"9","AC004540.2"
"NOP16",0.00320846897234537,2.52846855209456,0.014,0.003,1,"9","NOP16"
"AC011503.1",0.00321332442864264,2.107742320679,0.014,0.003,1,"9","AC011503.1"
"DHRS13",0.00322305543436363,2.20163471235354,0.014,0.003,1,"9","DHRS13"
"PLEKHA2.2",0.00322380644944102,0.547730000347428,0.14,0.082,1,"9","PLEKHA2"
"SOX5-AS1.1",0.00323281328540628,1.83360738028554,0.014,0.003,1,"9","SOX5-AS1"
"RBBP8.1",0.00324175298320842,0.948501170044714,0.068,0.031,1,"9","RBBP8"
"CD47.4",0.00325239539225887,0.645990646445898,0.131,0.076,1,"9","CD47"
"TRPC1.2",0.00326277375708309,0.673160860039191,0.113,0.062,1,"9","TRPC1"
"SLC9C2.1",0.00326717811782949,1.48600565709061,0.014,0.003,1,"9","SLC9C2"
"PCDHGC3",0.00327211445480333,1.3490577852798,0.014,0.003,1,"9","PCDHGC3"
"CADM3-AS1.6",0.00327818471165116,-6.90070512970799,0,0.038,1,"9","CADM3-AS1"
"SLC52A2",0.00328696426002896,0.81599240683848,0.014,0.003,1,"9","SLC52A2"
"GOLGA3.2",0.0032971785330295,0.645226332834882,0.09,0.046,1,"9","GOLGA3"
"GPR137",0.0032973952429031,1.16193721805392,0.032,0.01,1,"9","GPR137"
"FURIN.2",0.00330224316262843,0.696064956353861,0.05,0.02,1,"9","FURIN"
"PHC2.1",0.00331655245693844,-1.81126742486511,0.032,0.087,1,"9","PHC2"
"SLC16A14",0.00332061231524742,0.792019418548778,0.036,0.013,1,"9","SLC16A14"
"VAPB.1",0.00332259669296294,0.142219101099461,0.108,0.057,1,"9","VAPB"
"NBDY",0.00332719589678217,0.371827109349844,0.203,0.129,1,"9","NBDY"
"TTTY14.4",0.00334402577090372,0.32744637066591,0.185,0.114,1,"9","TTTY14"
"NAA50.4",0.00335723116149612,0.37203507128078,0.117,0.064,1,"9","NAA50"
"SH2D4A.1",0.00336186951969659,1.75172855378803,0.027,0.008,1,"9","SH2D4A"
"NTN1.5",0.00336873144829441,0.740652970601202,0.059,0.026,1,"9","NTN1"
"GATA2-AS1.2",0.00337563006563547,0.424950183182303,0.158,0.095,1,"9","GATA2-AS1"
"FAM118B",0.00338232300641981,1.16681887513237,0.045,0.018,1,"9","FAM118B"
"METAP2",0.003394793903024,0.359232142267602,0.095,0.049,1,"9","METAP2"
"PIP5K1A.4",0.00340499611955437,0.452054200181564,0.167,0.102,1,"9","PIP5K1A"
"KATNBL1.1",0.0034369062247396,0.505062004670199,0.167,0.102,1,"9","KATNBL1"
"AL136171.2.2",0.00343991677221538,0.778022446649806,0.077,0.037,1,"9","AL136171.2"
"CCDC39",0.00344487955857453,1.5181765641358,0.027,0.008,1,"9","CCDC39"
"RCAN1.1",0.00344925939836868,0.198205748202843,0.131,0.073,1,"9","RCAN1"
"TMEM108.4",0.00346014800621002,-1.54637914859449,0.027,0.081,1,"9","TMEM108"
"IPO9.3",0.00347245170422637,0.736638717488207,0.117,0.066,1,"9","IPO9"
"MT2A.7",0.00347674363445527,-1.64063176717084,0.045,0.104,1,"9","MT2A"
"KDR.5",0.0034872551046539,-1.4672273266794,0.05,0.11,1,"9","KDR"
"HIVEP3.2",0.00350437852575908,-1.20734680297627,0.108,0.177,1,"9","HIVEP3"
"BDKRB2.5",0.00351894330295812,0.538700398382439,0.068,0.031,1,"9","BDKRB2"
"CLK1.5",0.00354890555439397,0.467995460767042,0.23,0.153,1,"9","CLK1"
"ZFP91.1",0.00355383844267397,0.870154103490019,0.086,0.044,1,"9","ZFP91"
"KCTD10.1",0.00356575274818297,0.837713017838409,0.059,0.026,1,"9","KCTD10"
"OSBPL6.4",0.00357313154989516,-2.69056165387372,0.018,0.066,1,"9","OSBPL6"
"ARHGAP10.5",0.00357356176702804,0.978747143200879,0.09,0.047,1,"9","ARHGAP10"
"DNTTIP1",0.00357599654271869,1.04073562906044,0.027,0.008,1,"9","DNTTIP1"
"SNRNP48",0.00360171487077383,0.777792476164742,0.059,0.026,1,"9","SNRNP48"
"AP2A2",0.00361352178419742,0.300080630104479,0.243,0.16,1,"9","AP2A2"
"TTC27.1",0.00361981923987777,0.564827108029664,0.117,0.066,1,"9","TTC27"
"ANTXR1.6",0.00362563947765296,-2.54464515013309,0.018,0.066,1,"9","ANTXR1"
"PPM1D.2",0.00362648793473144,0.300173558536534,0.194,0.121,1,"9","PPM1D"
"ADAT1.1",0.00366165560340378,1.363000096714,0.041,0.015,1,"9","ADAT1"
"NUP214.2",0.00367852480224111,0.403661716363238,0.153,0.092,1,"9","NUP214"
"ANKRD6",0.00370864054362175,0.648404122890648,0.09,0.046,1,"9","ANKRD6"
"FSTL4.6",0.00372129801874603,-7.15501200467952,0,0.037,1,"9","FSTL4"
"AC131934.1.1",0.00372142714338115,1.10356166721412,0.045,0.018,1,"9","AC131934.1"
"MTCH1.5",0.00375000275391221,0.695489282457314,0.135,0.079,1,"9","MTCH1"
"CMIP.5",0.00376641231063432,0.254804940760729,0.523,0.392,1,"9","CMIP"
"ZBTB20.5",0.00377804823872752,-0.269759875116432,0.676,0.665,1,"9","ZBTB20"
"NBAS",0.00378664352008283,0.339899960975389,0.284,0.194,1,"9","NBAS"
"HLA-C.4",0.00381035013622154,-1.28975214106943,0.059,0.121,1,"9","HLA-C"
"TTN-AS1",0.00381130177592825,0.624004945108299,0.113,0.063,1,"9","TTN-AS1"
"SCGB1A1.9",0.00381688016261214,-7.03226219040677,0,0.036,1,"9","SCGB1A1"
"STAB2.1",0.00381762692956238,1.86114313949738,0.018,0.004,1,"9","STAB2"
"AP001021.3.1",0.00383011884757148,0.713241307212338,0.081,0.04,1,"9","AP001021.3"
"CHPF2",0.00383103667868399,1.78681367122105,0.018,0.004,1,"9","CHPF2"
"CIAO3",0.00383402803594225,2.42765002607312,0.023,0.006,1,"9","CIAO3"
"NRP1.4",0.00383799219458116,-0.78198461560298,0.203,0.277,1,"9","NRP1"
"WASL",0.0038488999301011,0.42108013414864,0.122,0.069,1,"9","WASL"
"VAX2.1",0.00384909282671093,2.13491065958077,0.023,0.006,1,"9","VAX2"
"NR2C2.2",0.00385026352590216,0.357184098230159,0.207,0.133,1,"9","NR2C2"
"ELP4.1",0.00385698992278581,0.571705771143187,0.171,0.107,1,"9","ELP4"
"ZBTB10",0.00387972071158372,1.04399010661848,0.086,0.044,1,"9","ZBTB10"
"SEC22B.1",0.00388421084343356,0.938408836755407,0.045,0.018,1,"9","SEC22B"
"RNF217.3",0.0038919816716078,0.512084046348434,0.153,0.092,1,"9","RNF217"
"MT-ND3.6",0.00390095292027857,-1.68018182004344,0.036,0.092,1,"9","MT-ND3"
"PCMTD1.2",0.0039016459544159,0.131638231859478,0.288,0.191,1,"9","PCMTD1"
"PRKCI.2",0.00391520617267057,0.665513068991558,0.099,0.053,1,"9","PRKCI"
"NINJ2.1",0.00391781621760947,0.787902461868263,0.032,0.01,1,"9","NINJ2"
"CDRT4.1",0.00392253441510393,0.844943031346601,0.086,0.044,1,"9","CDRT4"
"NTN4.5",0.00393067259797888,-1.38964147766962,0.036,0.093,1,"9","NTN4"
"CHCHD6.1",0.00398215998118912,0.898285391503164,0.054,0.023,1,"9","CHCHD6"
"NDFIP2.3",0.00400374080214004,0.909575556001341,0.086,0.044,1,"9","NDFIP2"
"NPC1.5",0.00401348817814215,-1.45744466107662,0.036,0.092,1,"9","NPC1"
"TNR.7",0.00401549304402735,-7.06455595594963,0,0.036,1,"9","TNR"
"BTN3A1.2",0.00402378988572736,-2.52361164359132,0.018,0.066,1,"9","BTN3A1"
"LRRC47.2",0.00402482453692592,1.73546561476669,0.027,0.008,1,"9","LRRC47"
"SEMA6D.1",0.00402953984439063,0.630054708188408,0.045,0.018,1,"9","SEMA6D"
"NKIRAS1",0.00403496172878078,0.784082768543073,0.041,0.015,1,"9","NKIRAS1"
"PLAC9.1",0.00403805107296623,1.73034488515979,0.023,0.006,1,"9","PLAC9"
"ZBTB43.2",0.00405415650199784,0.462407679649524,0.054,0.023,1,"9","ZBTB43"
"SUGT1",0.00405862228367899,0.870519103215071,0.072,0.035,1,"9","SUGT1"
"CBFA2T2.1",0.00406142968417898,0.334266088630188,0.185,0.115,1,"9","CBFA2T2"
"ZNF337-AS1",0.00407520659745798,0.967622050660734,0.059,0.026,1,"9","ZNF337-AS1"
"ADD2.2",0.00408315277137519,1.73608485340356,0.036,0.013,1,"9","ADD2"
"CCDC92",0.00408905921504012,0.493325920157266,0.063,0.029,1,"9","CCDC92"
"FARS2.1",0.00409593847479425,0.280892934919146,0.266,0.178,1,"9","FARS2"
"GRASP.1",0.00414434802374345,0.202702549000894,0.243,0.159,1,"9","GRASP"
"MAN1A1.4",0.00415514289925732,0.266587859026817,0.212,0.136,1,"9","MAN1A1"
"HUWE1.2",0.0041638680956267,0.382844448833102,0.243,0.163,1,"9","HUWE1"
"CNOT10",0.00417669942621253,0.6237120426398,0.117,0.066,1,"9","CNOT10"
"SPEN.2",0.00418037787338022,0.3695581237718,0.279,0.193,1,"9","SPEN"
"LCN10.1",0.00418487849860034,1.80341917523933,0.032,0.011,1,"9","LCN10"
"PCED1A.3",0.00419349042957619,1.02018021625829,0.045,0.018,1,"9","PCED1A"
"WAC.5",0.00420832976166463,0.289845071019379,0.455,0.337,1,"9","WAC"
"SPDYE21P",0.00421685016088556,1.30579424966617,0.027,0.008,1,"9","SPDYE21P"
"NR2F2.4",0.00422447230714436,-6.64104474756947,0,0.036,1,"9","NR2F2"
"FAR2.3",0.0042269405522373,-1.42433492017125,0.081,0.145,1,"9","FAR2"
"PRH1.1",0.00425386101236901,0.31198214043278,0.131,0.075,1,"9","PRH1"
"UQCC2.1",0.00425983553520095,1.11065276151467,0.027,0.008,1,"9","UQCC2"
"HLTF.1",0.00428400196544401,1.03506109774942,0.059,0.026,1,"9","HLTF"
"RAD21.4",0.00428847536136595,0.578279582542718,0.14,0.083,1,"9","RAD21"
"R3HDM1",0.00431843229202721,0.395670209547858,0.189,0.12,1,"9","R3HDM1"
"RAPH1.3",0.00434960401970745,-1.10970177505025,0.113,0.181,1,"9","RAPH1"
"PIGU.2",0.00435360305785351,1.03514472207327,0.059,0.026,1,"9","PIGU"
